id,color,size,body_shape,habitat,nest_type,food_source,aggressiveness,life_span(days),queen_egg_rate(per day),queen_presence_per_hive,worker_population,drone_population(% of worker_population),honeycomb_structure,wax_production,honey_production,communication_method,predators,hibernation,migration,species
7557,brown,medium,slender,garden,tree,sugars,aggressiveness,16,224,962,4931,,umbrella,FALSE,FALSE,pheromones,etc,TRUE,FALSE,wasp
7558,brown,small,slender,forest,cavity,nectar,aggressiveness,13,246,1679,5930,8.92,,FALSE,FALSE,pheromones,frog,,FALSE,wasp
7559,golden,small,slender,meadow,solitary,sugars,aggressiveness,22,277,1522,4834,7.25,umbrella,FALSE,FALSE,pheromones,spiders,TRUE,TRUE,wasp
7560,golden,large,slender,forest,solitary,honeydew,aggressiveness,16,237,924,8978,4.97,,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7561,bright red,small,slender,forest,cavity,sugars,aggressiveness,19,255,1826,5767,,,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7562,yellow,medium,slender,garden,cavity,,aggressiveness,12,201,1924,6305,7.06,umbrella,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7563,bright red,small,slender,meadow,solitary,nectar,aggressiveness,13,213,1610,6524,7.68,umbrella,FALSE,FALSE,pheromones,etc,TRUE,TRUE,wasp
7564,brown,large,slender,garden,solitary,honeydew,aggressiveness,13,293,1325,4805,5.18,umbrella,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7565,yellow,medium,slender,garden,cavity,nectar,aggressiveness,19,213,1830,3876,8.36,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7566,golden,medium,slender,garden,tree,honeydew,aggressiveness,23,218,1071,4717,8.29,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7567,yellow,medium,slender,garden,umbrella,nectar,aggressiveness,11,258,1782,9509,8.02,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7568,brown,medium,slender,,solitary,nectar,aggressiveness,13,211,1718,6863,,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7569,bright red,medium,slender,forest,solitary,honeydew,aggressiveness,,220,1084,3979,5.28,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7570,metallic blue,medium,slender,garden,solitary,honeydew,aggressiveness,17,285,928,6038,4.43,papery,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7571,yellow,small,slender,meadow,solitary,sugars,aggressiveness,22,198,1810,4186,7.17,papery,FALSE,FALSE,pheromones,frog,FALSE,,wasp
7572,brown,large,slender,garden,umbrella,nectar,aggressiveness,15,258,1833,7082,5.17,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7573,brown,large,slender,forest,solitary,nectar,aggressiveness,14,218,2014,4634,7.9,bulbous,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7574,brown,large,slender,garden,solitary,honeydew,aggressiveness,17,226,1125,8087,5.25,umbrella,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7575,yellow,small,slender,forest,cavity,sugars,aggressiveness,17,233,1049,7568,6.37,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,FALSE,wasp
7576,colorful,medium,slender,garden,tree,sugars,aggressiveness,23,211,1137,3365,8.22,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7577,bright red,large,slender,meadow,solitary,honeydew,aggressiveness,23,258,2006,4169,4.24,papery,FALSE,FALSE,pheromones,birds,,TRUE,wasp
7578,yellow,medium,slender,meadow,tree,,aggressiveness,18,247,1729,8598,,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7579,bright red,large,slender,meadow,cavity,sugars,aggressiveness,11,294,1580,7110,,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7580,golden,small,slender,meadow,solitary,nectar,aggressiveness,18,221,1284,5455,6.17,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7581,brown,small,slender,garden,cavity,honeydew,aggressiveness,14,196,1903,5264,,papery,FALSE,FALSE,pheromones,mantis,,TRUE,wasp
7582,brown,medium,slender,forest,solitary,honeydew,aggressiveness,12,243,1043,8224,7.7,bulbous,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7583,brown,large,slender,meadow,solitary,nectar,aggressiveness,16,201,1078,9115,4.72,papery,FALSE,FALSE,pheromones,mantis,FALSE,,wasp
7584,bright red,medium,slender,meadow,tree,nectar,aggressiveness,20,289,1920,9689,6.02,,FALSE,FALSE,pheromones,etc,FALSE,,wasp
7585,metallic blue,medium,slender,garden,tree,nectar,aggressiveness,22,255,1482,4619,5.46,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7586,golden,small,slender,garden,solitary,nectar,aggressiveness,15,284,1534,8266,7.64,bulbous,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7587,brown,medium,slender,garden,solitary,nectar,aggressiveness,12,291,1812,8629,8.57,,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7588,yellow,medium,slender,,solitary,honeydew,aggressiveness,11,248,1370,4826,5.35,bulbous,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7589,bright red,medium,slender,garden,cavity,honeydew,aggressiveness,17,287,1862,7252,5.43,umbrella,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7590,yellow,medium,slender,garden,umbrella,nectar,aggressiveness,11,220,1621,9995,6.98,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7591,metallic blue,small,slender,meadow,tree,sugars,aggressiveness,,264,1457,6318,5.59,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7592,brown,medium,slender,garden,tree,nectar,aggressiveness,11,287,1092,3497,7.73,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7593,colorful,medium,slender,meadow,solitary,honeydew,aggressiveness,20,228,1474,6200,,bulbous,FALSE,FALSE,pheromones,spiders,TRUE,FALSE,wasp
7594,colorful,small,slender,meadow,cavity,honeydew,aggressiveness,23,213,1064,3115,8.79,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
7595,metallic blue,large,slender,forest,cavity,sugars,aggressiveness,19,239,983,7421,5.04,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7596,colorful,large,slender,garden,umbrella,sugars,aggressiveness,21,200,1141,9254,,umbrella,FALSE,FALSE,pheromones,etc,TRUE,FALSE,wasp
7597,brown,large,slender,garden,solitary,honeydew,aggressiveness,21,247,1720,6537,,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7598,golden,large,slender,forest,umbrella,sugars,aggressiveness,20,257,1019,8405,8.36,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7599,yellow,small,slender,garden,solitary,sugars,aggressiveness,11,243,1858,4800,4.04,papery,FALSE,FALSE,pheromones,birds,FALSE,,wasp
7600,metallic blue,small,slender,meadow,solitary,sugars,aggressiveness,18,294,1729,3254,5.35,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7601,golden,small,slender,meadow,tree,sugars,aggressiveness,16,257,1051,7593,5.12,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7602,golden,small,slender,garden,solitary,honeydew,aggressiveness,16,279,1569,5998,7.85,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7603,metallic blue,large,slender,garden,umbrella,nectar,aggressiveness,11,241,1595,7290,8.06,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7604,brown,large,slender,meadow,umbrella,nectar,aggressiveness,21,255,1571,4332,4.78,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7605,bright red,large,slender,meadow,solitary,honeydew,aggressiveness,22,242,1525,4237,,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7606,brown,medium,slender,forest,cavity,nectar,aggressiveness,18,244,1577,9172,6.55,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7607,colorful,large,slender,forest,solitary,nectar,aggressiveness,22,278,1562,7048,7.91,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7608,yellow,medium,slender,garden,solitary,honeydew,aggressiveness,21,299,1097,4771,6.86,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7609,brown,small,slender,meadow,solitary,nectar,aggressiveness,17,274,1305,7724,,bulbous,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7610,bright red,small,slender,forest,solitary,nectar,aggressiveness,19,264,1622,7934,8.99,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7611,yellow,medium,slender,meadow,cavity,honeydew,aggressiveness,21,295,1072,6568,6.52,umbrella,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7612,bright red,large,slender,,tree,nectar,aggressiveness,20,293,1111,4212,4.8,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7613,bright red,large,slender,forest,umbrella,nectar,aggressiveness,23,291,1224,6212,5.02,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7614,yellow,small,slender,forest,cavity,sugars,aggressiveness,22,250,1170,6371,7.77,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7615,yellow,small,slender,garden,umbrella,sugars,aggressiveness,20,240,1687,5371,4.84,,FALSE,FALSE,pheromones,spiders,TRUE,TRUE,wasp
7616,colorful,medium,slender,meadow,tree,sugars,aggressiveness,15,260,1672,7150,6.1,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7617,metallic blue,small,slender,meadow,umbrella,honeydew,aggressiveness,22,232,1829,8917,,umbrella,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7618,yellow,small,slender,forest,cavity,sugars,aggressiveness,16,253,1263,8092,5.48,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7619,yellow,medium,slender,meadow,solitary,nectar,aggressiveness,21,237,1749,9196,,papery,FALSE,FALSE,pheromones,spiders,FALSE,FALSE,wasp
7620,yellow,small,slender,garden,umbrella,sugars,aggressiveness,14,231,1838,3347,6.96,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7621,golden,large,slender,meadow,tree,honeydew,aggressiveness,20,280,1632,6073,6.15,papery,FALSE,FALSE,pheromones,spiders,TRUE,TRUE,wasp
7622,bright red,small,slender,meadow,solitary,sugars,aggressiveness,14,247,1508,5588,6.31,,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7623,yellow,large,slender,garden,cavity,sugars,aggressiveness,18,201,1101,7940,8.54,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7624,colorful,large,slender,forest,cavity,nectar,aggressiveness,18,288,1071,6577,4.9,umbrella,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7625,golden,large,slender,forest,umbrella,sugars,aggressiveness,19,250,1480,7737,5.19,papery,FALSE,FALSE,pheromones,etc,,TRUE,wasp
7626,yellow,small,slender,meadow,cavity,sugars,aggressiveness,18,271,1889,7537,4.45,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7627,bright red,medium,slender,forest,tree,sugars,aggressiveness,19,220,1063,5439,8.15,,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7628,bright red,medium,slender,meadow,cavity,sugars,aggressiveness,18,291,1732,9638,8.35,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7629,golden,large,slender,meadow,tree,honeydew,aggressiveness,11,238,1460,6722,5.49,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7630,metallic blue,large,slender,,solitary,sugars,aggressiveness,19,248,1788,8996,7.45,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7631,metallic blue,medium,slender,meadow,cavity,nectar,aggressiveness,,251,1185,7553,,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7632,yellow,small,slender,garden,tree,nectar,aggressiveness,19,206,1010,8867,5.06,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7633,colorful,large,slender,meadow,cavity,nectar,aggressiveness,20,264,1322,7000,,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7634,yellow,small,slender,garden,solitary,nectar,aggressiveness,12,241,1831,7713,,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
7635,colorful,large,slender,garden,tree,nectar,aggressiveness,17,266,1877,7636,,bulbous,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7636,bright red,small,slender,meadow,tree,sugars,aggressiveness,19,288,1944,7925,8.45,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7637,bright red,large,slender,garden,umbrella,honeydew,aggressiveness,15,221,1250,7395,4.13,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7638,bright red,medium,slender,forest,cavity,honeydew,aggressiveness,19,265,1602,3038,,,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7639,yellow,large,slender,meadow,umbrella,nectar,aggressiveness,20,223,1504,8141,6.14,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7640,metallic blue,medium,slender,meadow,umbrella,nectar,aggressiveness,20,296,963,8088,8.45,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7641,bright red,medium,slender,meadow,tree,nectar,aggressiveness,13,190,2009,3608,6.36,,FALSE,FALSE,pheromones,etc,FALSE,,wasp
7642,yellow,large,slender,meadow,umbrella,sugars,aggressiveness,13,264,1616,5138,7.98,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7643,yellow,large,slender,garden,tree,honeydew,aggressiveness,21,232,1482,6795,,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7644,yellow,large,slender,,solitary,honeydew,aggressiveness,13,275,1761,4245,6.16,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7645,metallic blue,medium,slender,meadow,tree,sugars,aggressiveness,13,256,1209,3390,7.2,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7646,yellow,large,slender,forest,tree,nectar,aggressiveness,13,297,1070,7163,,bulbous,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7647,bright red,large,slender,garden,umbrella,nectar,aggressiveness,20,259,1966,4287,,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7648,yellow,large,slender,garden,solitary,sugars,aggressiveness,23,199,926,9780,5.01,umbrella,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7649,yellow,medium,slender,garden,tree,honeydew,aggressiveness,13,258,1003,6794,6.5,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7650,colorful,large,slender,meadow,cavity,honeydew,aggressiveness,15,224,1104,4497,6.81,papery,FALSE,FALSE,pheromones,frog,TRUE,TRUE,wasp
7651,golden,small,slender,garden,tree,nectar,aggressiveness,14,200,1030,5634,8.99,,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7652,colorful,large,slender,forest,solitary,nectar,aggressiveness,,262,1425,3226,5.23,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7653,colorful,small,slender,meadow,tree,sugars,aggressiveness,22,215,1744,5207,4.24,papery,FALSE,FALSE,pheromones,etc,,TRUE,wasp
7654,brown,large,slender,forest,cavity,honeydew,aggressiveness,15,217,925,6687,4.11,umbrella,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7655,metallic blue,large,slender,garden,solitary,nectar,aggressiveness,23,197,1828,6757,8.49,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7656,brown,medium,slender,garden,solitary,nectar,aggressiveness,18,299,1940,9403,7.37,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
7657,colorful,medium,slender,meadow,tree,sugars,aggressiveness,17,255,988,9910,4.55,umbrella,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7658,yellow,large,slender,garden,solitary,sugars,aggressiveness,12,220,1117,4326,7.19,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7659,metallic blue,large,slender,garden,solitary,sugars,aggressiveness,11,247,1973,8056,4.96,bulbous,FALSE,FALSE,pheromones,mantis,TRUE,TRUE,wasp
7660,yellow,medium,slender,meadow,umbrella,sugars,aggressiveness,21,281,1219,9977,4.62,umbrella,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7661,bright red,medium,slender,garden,solitary,sugars,aggressiveness,14,284,1411,7764,4.81,bulbous,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7662,golden,small,slender,garden,solitary,nectar,aggressiveness,14,206,1519,5996,6.11,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7663,bright red,medium,slender,meadow,solitary,sugars,aggressiveness,13,247,1427,8035,7.54,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7664,brown,large,slender,meadow,tree,honeydew,aggressiveness,15,206,1538,4918,8.56,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7665,yellow,medium,slender,garden,umbrella,honeydew,aggressiveness,20,296,1688,4063,6.17,umbrella,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7666,brown,large,slender,forest,solitary,,aggressiveness,17,211,1001,3040,6.34,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7667,yellow,small,slender,garden,umbrella,sugars,aggressiveness,18,290,1631,6348,7.24,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7668,yellow,medium,slender,meadow,solitary,honeydew,aggressiveness,13,247,1641,7373,,,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7669,yellow,large,slender,meadow,tree,honeydew,aggressiveness,11,201,1755,8210,4.91,bulbous,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7670,golden,medium,slender,meadow,tree,honeydew,aggressiveness,17,190,1120,7434,7.1,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7671,yellow,medium,slender,garden,solitary,honeydew,aggressiveness,18,246,1060,9927,5.01,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7672,yellow,medium,slender,garden,cavity,sugars,aggressiveness,11,286,1063,3332,7.67,bulbous,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7673,brown,large,slender,garden,cavity,sugars,aggressiveness,17,192,1632,8986,5.39,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7674,brown,large,slender,garden,cavity,sugars,aggressiveness,22,295,1187,4888,7.4,,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7675,yellow,medium,slender,garden,umbrella,honeydew,aggressiveness,22,217,952,6521,8.51,,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7676,brown,medium,slender,garden,tree,nectar,aggressiveness,13,233,1507,4750,5.81,umbrella,FALSE,FALSE,pheromones,mantis,,TRUE,wasp
7677,brown,small,slender,garden,tree,nectar,aggressiveness,13,208,1958,9266,8.52,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,FALSE,wasp
7678,golden,medium,slender,garden,tree,sugars,aggressiveness,23,253,1660,5740,,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7679,bright red,medium,slender,meadow,solitary,nectar,aggressiveness,18,280,1274,6878,,umbrella,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7680,metallic blue,large,slender,meadow,umbrella,nectar,aggressiveness,21,207,1864,3249,,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7681,metallic blue,small,slender,garden,umbrella,honeydew,aggressiveness,14,300,1787,3433,4.91,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7682,bright red,small,slender,,umbrella,nectar,aggressiveness,16,219,1988,6974,,,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7683,brown,large,slender,,tree,nectar,aggressiveness,16,250,1559,3514,4.73,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7684,metallic blue,large,slender,meadow,tree,sugars,aggressiveness,17,210,1216,4520,,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7685,yellow,small,slender,garden,cavity,honeydew,aggressiveness,22,217,1980,5397,7.81,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7686,metallic blue,small,slender,garden,tree,nectar,aggressiveness,15,283,1672,8859,7.96,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7687,brown,small,slender,garden,cavity,honeydew,aggressiveness,18,208,1326,8734,5.72,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7688,yellow,large,slender,forest,umbrella,nectar,aggressiveness,23,294,986,5284,4.41,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7689,yellow,medium,slender,meadow,umbrella,honeydew,aggressiveness,19,236,1454,9424,,,FALSE,FALSE,pheromones,etc,,FALSE,wasp
7690,bright red,medium,slender,meadow,umbrella,,aggressiveness,16,211,2002,4352,4.4,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7691,brown,large,slender,meadow,umbrella,honeydew,aggressiveness,21,287,1216,3661,8.86,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7692,yellow,medium,slender,garden,solitary,nectar,aggressiveness,19,254,1787,3001,4.07,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7693,bright red,medium,slender,meadow,umbrella,honeydew,aggressiveness,13,202,1416,3393,7.43,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7694,brown,small,slender,forest,solitary,sugars,aggressiveness,16,277,1837,6058,7.93,umbrella,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7695,yellow,small,slender,garden,umbrella,honeydew,aggressiveness,23,251,1549,7179,5.82,umbrella,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7696,bright red,small,slender,garden,cavity,sugars,aggressiveness,22,279,1431,5309,4.93,papery,FALSE,FALSE,pheromones,frog,FALSE,,wasp
7697,yellow,large,slender,meadow,tree,sugars,aggressiveness,19,286,1681,4147,6.85,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7698,brown,small,slender,forest,cavity,sugars,aggressiveness,23,257,1658,7295,8.42,papery,FALSE,FALSE,pheromones,birds,,TRUE,wasp
7699,golden,medium,slender,meadow,tree,nectar,aggressiveness,22,256,1602,7676,6.98,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7700,yellow,medium,slender,meadow,tree,nectar,aggressiveness,21,258,1628,4393,4.72,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7701,metallic blue,large,slender,meadow,umbrella,sugars,aggressiveness,14,261,1224,5972,4.7,bulbous,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7702,bright red,small,slender,garden,solitary,sugars,aggressiveness,19,219,1456,5506,,bulbous,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7703,yellow,small,slender,garden,cavity,sugars,aggressiveness,16,200,1228,3082,4.67,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7704,bright red,medium,slender,meadow,tree,honeydew,aggressiveness,15,193,1917,6926,6.34,umbrella,FALSE,FALSE,pheromones,etc,FALSE,,wasp
7705,brown,large,slender,,solitary,nectar,aggressiveness,13,292,1217,4419,6.81,umbrella,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7706,colorful,large,slender,garden,solitary,nectar,aggressiveness,19,193,967,4303,7.98,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7707,yellow,large,slender,meadow,cavity,nectar,aggressiveness,16,203,1154,5069,8.95,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7708,yellow,medium,slender,garden,solitary,honeydew,aggressiveness,12,199,1237,3675,6.72,umbrella,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7709,yellow,large,slender,garden,umbrella,sugars,aggressiveness,21,267,1093,4710,,umbrella,FALSE,FALSE,pheromones,etc,,TRUE,wasp
